5761	17683
7839	17708
10939	17706
12409	17714
9183	17757
15611	17735
16216	17683
3094	17679
57	17774
2630	17726
3554	17756
16569	17794
13215	17709
10115	17711
5347	17771
11366	17758
15359	17757
17536	17689
15457	17788
5946	17721
1273	17697
4474	17703
16715	17757
9835	17773
3039	17688
2345	17697
8923	17716
8383	17702
1094	17686
7511	17722
2974	17721
15796	17711
15640	17709
230	17755
9860	17714
6878	17678
10345	17711
17594	17692
6146	17683
3996	17724
10144	17722
6676	17715
6659	17707
1827	17765
3141	17682
7835	17780
5789	17691
10601	17797
11127	17721
3209	17690
14879	17795
2890	17774
3708	17780
11872	17710
12719	17723
2934	17780
4634	17756
1889	17772
12005	17795
4648	17758
6399	17774
14105	17690
6485	17707
3047	17677
6588	17693
2616	17726
15521	17686
12051	17797
12801	17683
1775	17765
17333	17753
6189	17703
245	17755
15912	17757
366	17776
4250	17774
9138	17706
1831	17765
14053	17774
11987	17757
13043	17680
9017	17780
12334	17699
15863	17703
8184	17692
9180	17757
14494	17690
3986	17722
6152	17714
16722	17680
8899	17723
1662	17743
17323	17733
14791	17774
13006	17755
4373	17679
8325	17679
14888	17774
1113	17721
2062	17782
11491	17688
4282	17775
2564	17719
12482	17680
12815	17709
3777	17688
4533	17721
3739	17725
5467	17691
9370	17688
17139	17780
14683	17731
15443	17735
16779	17704
3106	17679
335	17755
12620	17773
16216	17685
12925	17719
13153	17711
5629	17756
3438	17724
5417	17678
2558	17719
3825	17690
11934	17722
14019	17713
8029	17724
6922	17686
14543	17699
6362	17773
8154	17677
756	17755
5897	17710
12062	17693
16799	17722
12770	17710
12513	17780
13048	17682
7676	17699
5451	17684
2921	17775
15908	17688
11635	17773
13468	17709
3009	17775
2822	17772
7467	17756
12981	17754
13893	17728
11575	17714
4803	17775
5517	17707
1548	17722
16320	17794
4889	17701
13466	17688
12019	17702
993	17721
4414	17721
373	17776
13363	17711
480	17707
15088	17691
10707	17683
6120	17721
10733	17715
8412	17715
12030	17711
10255	17704
7890	17742
13555	17685
10238	17680
14782	17714
6975	17707
12094	17725
1523	17722
13700	17757
9212	17677
1201	17684
306	17755
15050	17734
876	17777
6708	17719
7470	17702
12292	17707
16684	17683
4411	17721
49	17757
10968	17773
15791	17734
